Country,Code,Year,Life Ladder,Log GDP Per Capita,Social Support,Health Life Expectancy,Freedom,Generosity,Corruption,Country Code,electricity,Gross savings,Inflation,Primary completion rate,Renewable electricity,Renewable energy consumption,preprimary_education,primary_education,secondary_eductaion,undernourishment,population below poverty line ,drinking water services,Unemployment male rate,Unemployment women rate,Income Classification,Internet services,Life expectancy birth,Population,Rural population,Urban population
Syria,SYR,2009,4.978970528,8.656476021,0.842402101,66.86000061,0.74825877,0.078968987,0.687760472,SYR,91.01648712,22.29355488,2.920897118,103.0555725,4.308672763,0.925199986,9.032520294,114.9330521,71.37233734,12.7760176,4.732528736,93,5.7,22.3,Lower-middle income,17.3,72.938,21205873,44.763,55.237
Tajikistan,TJK,2009,4.575174809,7.723751068,0.67565304,60.79999924,0.743786514,-0.004027501,0.791703999,TJK,99,13.99585595,6.448234811,98.94978333,98.65359558,60.5848999,8.870249748,101.1125031,84.08460236,12.7760176,4,68,12.3,10.5,Low income,10.07,68.36,7364752,73.482,26.518
Tanzania,TZA,2009,3.407507896,7.551692009,0.836828411,52.74000168,0.606549144,0.308239102,0.902627051,TZA,11.2,29.25225259,12.14222787,103.6184464,55.78991774,89.95709991,33.15618134,106.6627808,85.87845777,30.9,4.732528736,42,2.2,2.7,Low income,2.4,57.666,43073830,72.561,27.439
Thailand,THA,2009,5.475645065,9.493308067,0.89324528,66.91999817,0.868223727,0.522776604,0.903822482,THA,98.96,29.27406218,-0.845716092,91.28074342,6.897179131,22.66020012,62.93905588,99.17333221,80.81868744,10.4,0.2,93.46857671,7.874074074,9.485264133,Lower-middle income,20.1,73.766,66866834,57.457,42.543
Tunisia,TUN,2009,5.025470257,9.237887383,0.814506296,66.22000122,0.781496286,-0.124444373,0.722210646,TUN,99.5,20.95796796,3.664903306,88.6451416,1.153947023,16.07189941,62.93905588,105.3867264,90.59867859,3.6,4.732528736,92,11.3,18.8,Lower-middle income,34.07,74.88,10525691,33.624,66.376
Turkey,TUR,2009,5.212841511,9.825364113,0.754645526,66.73999786,0.455817074,-0.229694709,0.852887154,TUR,83.26198851,21.94971115,6.250976631,98.729599,19.57836273,13.12300014,20.80579948,100.1271591,80.04035187,12.7760176,0.7,95,12.5,12.6,Upper-middle income,36.4,74.074,71321406,29.759,70.241
Uganda,UGA,2009,4.611985683,7.512547493,0.852087021,51.25999832,0.760231495,-0.03946368,0.840422809,UGA,10,17.77588495,13.01725619,75.11724091,59.60593395,93.86969757,62.93905588,124.6847,85.87845777,12.7760176,45.3,93.46857671,7.874074074,9.485264133,Low income,43.1947021,56.06,31411096,81.122,18.878
Ukraine,UKR,2009,5.1656394,9.366869926,0.845293224,61.88000107,0.460348487,-0.246958554,0.962244451,UKR,100,16.95425269,15.88119246,94.54981995,6.979650845,2.963099957,100.4339218,96.82164001,95.31819916,12.7760176,0.1,96,10.3,7.3,Lower-middle income,17.9,69.19,46053331,31.498,68.502
United Arab Emirates,ARE,2009,6.866062641,10.95246792,0.885089338,65.04000092,0.848821878,0.016182568,0.338876456,ARE,100,22.29355488,1.561813174,91.28074342,0,0.107699998,85.39125061,103.8314319,85.87845777,7.4,4.732528736,93.46857671,7.874074074,9.485264133,High income,64,76.145,7917368,16.258,83.742
United Kingdom,GBR,2009,6.90654707,10.63567162,0.964428782,69.33999634,0.816228807,0.337423772,0.558927298,GBR,100,11.77896195,1.961731736,91.28074342,6.766808463,3.377799988,79.75952911,104.2597885,100.1697693,12.7760176,0.2,100,8.5,6.4,High income,83.56,80.05121951,62276270,18.969,81.031
United States,USA,2009,7.158032417,10.8878336,0.911793768,66.72000122,0.830683827,0.196252614,0.665393829,USA,100,14.03318153,-0.355546266,91.28074342,10.29184507,7.354400158,62.93905588,102.2119064,95.22325897,12.7760176,1,99,10.3,8.1,High income,71,78.3902439,306771529,19.394,80.606
Uruguay,URY,2009,6.296222687,9.796907425,0.923861444,67.01999664,0.82504946,-0.127969831,0.543947875,URY,99.1,17.58580322,7.062218744,106.3130493,68.73801737,44.63610077,90.44500732,113.9993668,90.19232941,12.7760176,0.2,98,5.5,10.4,Upper-middle income,41.8,76.603,3349676,5.791,94.209
Uzbekistan,UZB,2009,5.26072073,8.462946892,0.904677987,62.06000137,0.738455519,0.006301182,0.610257804,UZB,99.75376892,22.29355488,5.081150938,92.27764893,18.67867868,1.233399987,26.0134201,92.81301117,89.47305298,8.5,4.732528736,96,4.3,5.9,Lower-middle income,11.9,69.435,27767400,49.528,50.472
Venezuela,VEN,2009,7.188803196,9.567276001,0.944540977,65.33999634,0.676885664,-0.121412233,0.827593684,VEN,98.95727539,22.41370968,27.08094145,95.08796692,71.88660311,16.2133007,77.13430786,103.3525009,82.70381165,12.7760176,4.732528736,93.46857671,7.874074074,9.485264133,Upper-middle income,32.7,73.116,28031010,11.943,88.057
Vietnam,VNM,2009,5.304264545,8.700611115,0.815026462,64.41999817,0.834133863,-0.079960719,0.837869763,VNM,96.1,19.16954641,6.7169827,91.28074342,36.13225128,37.18600082,69.36865234,102.3212509,85.87845777,11.8,4.732528736,88,1.9,1.6,Lower-middle income,26.55,74.745,87092250,70.238,29.762
Zambia,ZMB,2009,5.260360718,7.970727921,0.781925559,48.74000168,0.696183026,-0.097342148,0.916553378,ZMB,25.24699783,22.29355488,13.39525463,85.23049164,99.87870211,89.79709625,62.93905588,108.6362381,85.87845777,12.7760176,4.732528736,93.46857671,7.874074074,9.485264133,Low income,6.31,54.13,13215142,61.139,38.861
Zimbabwe,ZWE,2009,4.055914402,7.313473701,0.805780947,44,0.411089182,-0.061251741,0.930817783,ZWE,43.36908187,-9.89858657,5.081150938,91.28074342,75.64120148,82.34220123,62.93905588,103.8314319,85.87845777,12.7760176,4.732528736,93.46857671,7.874074074,9.485264133,Low income,4,48.449,12526964,66.622,33.378
Albania,ALB,2010,5.268936634,9.282793045,0.73315227,67.59999847,0.568958402,-0.173675284,0.726261675,ALB,100,19.96305637,-4.298474686,88.83624268,99.98678647,37.11370087,65.03855133,93.49047089,88.10388947,4.9,4.732528736,91,12.7,15.8,Upper-middle income,45,76.562,2913021,47.837,52.163
Algeria,DZA,2010,5.46356678,9.306354523,0.814506296,65.5,0.592695832,-0.209752977,0.618037879,DZA,98.82183838,49.86360711,3.911061955,95.61699677,0.380460926,0.258100003,83.93086243,115.3375778,96.93727875,4.6,4.732528736,92,8.1,19.1,Upper-middle income,12.5,74.938,35977451,32.46,67.54
Argentina,ARG,2010,6.441067219,10.06566048,0.926798582,66.30000305,0.730258167,-0.129371077,0.854695439,ARG,98.82,17.30528056,5.081150938,103.5674133,28.5854562,8.787500381,68.89225006,116.9757614,99.50125885,3.4,1.4,98,6.7,9.2,Upper-middle income,45,75.278,40788453,9.151,90.849
Armenia,ARM,2010,4.367811203,9.112593651,0.660342336,64.80000305,0.459256709,-0.177337021,0.890629232,ARM,99.8,13.20076363,8.176361385,94.49523163,39.48544138,9.357099533,36.99861145,99.06498718,104.7133179,4.3,1,98,17,21.2,Lower-middle income,25,73.331,2877314,36.56,63.44
Australia,AUS,2010,7.450047016,10.7136488,0.95451957,70.19999695,0.932058573,0.313120931,0.366127402,AUS,100,21.79667242,2.918340027,91.28074342,8.611879628,8.163399696,78.5485611,105.6194305,85.87845777,12.7760176,0.3,100,5.1,5.4,High income,76,81.69512195,22031750,14.818,85.182
Austria,AUT,2010,7.302678585,10.85598373,0.914193332,69.90000153,0.895979762,0.126924306,0.546144843,AUT,100,25.82390233,1.81353439,91.28074342,66.21132275,31.13459969,100.7295914,99.78977966,98.80721283,12.7760176,0.5,100,5,4.6,High income,75.17,80.5804878,8363404,42.601,57.399
Azerbaijan,AZE,2010,4.218610764,9.552669525,0.68700099,61.70000076,0.501071095,-0.125314713,0.858346641,AZE,99.94705963,44.16502612,5.726872247,89.51445007,18.42330305,4.448999882,25.58293915,93.76229858,85.87845777,12.7760176,4.732528736,86,4.4,6.9,Upper-middle income,46,70.938,9054332,46.594,53.406
Bahrain,BHR,2010,5.936869144,10.72766399,0.877115071,65,0.862002909,-0.006393173,0.714620173,BHR,100,30.27512906,1.961884683,91.28074342,0,0,50.38113022,103.8314319,92.85565186,12.7760176,4.732528736,100,0.4,3.7,High income,55,76.057,1240864,11.366,88.634
Bangladesh,BGD,2010,4.858481407,8.130166054,0.549398482,61.20000076,0.659005642,-0.029911591,0.773530483,BGD,55.26,38.78147102,8.126676392,67.83219147,1.787202746,41.0746994,13.11622047,105.9745483,51.63769913,15.2,19.2,96,3,4.4,Low income,3.7,69.881,147575433,69.538,30.462
Belarus,BLR,2010,5.525923252,9.758502007,0.918000162,62.29999924,0.700064421,-0.166045815,0.70612061,BLR,100,26.93860727,7.735748043,106.9727173,0.37254621,7.295700073,102.2132416,104.3696899,108.225441,12.7760176,0,93.46857671,7.874074074,9.485264133,Upper-middle income,31.8,70.40487805,9490583,25.328,74.672
Belgium,BEL,2010,6.853514194,10.77838421,0.930570185,69.19999695,0.806930244,0.018059388,0.697365582,BEL,100,25.35030396,2.189299204,91.28074342,6.920806113,5.824800014,119.3752289,101.9242401,156.8615265,12.7760176,0.1,100,8.1,8.5,High income,75,80.18292683,10895586,2.349,97.651
Bolivia,BOL,2010,5.780620098,8.779529572,0.80718559,61.70000076,0.703341067,-0.069839746,0.781342506,BOL,88.31281281,24.84916538,2.503276058,97.25595856,33.95307658,15.6388998,47.46240997,104.5204391,88.7091217,20.3,4.732528736,93.46857671,7.874074074,9.485264133,Lower-middle income,22.4,68.007,10048597,33.57,66.43
Bosnia and Herzegovina,BIH,2010,4.66851759,9.272101402,0.772753716,67,0.364966899,-0.127961382,0.933030069,BIH,100,7.668971537,1.996212367,91.28074342,46.86989021,19.56780052,62.93905588,103.8314319,85.87845777,12.7760176,4.732528736,97,25.7,29.9,Upper-middle income,42.75,76.031,3705478,54.442,45.558
Botswana,BWA,2010,3.553020239,9.445678711,0.865624785,50.59999847,0.82621938,-0.138165608,0.813985407,BWA,51.78107071,35.45033611,6.948876587,91.28074342,0,30.30139923,62.93905588,103.8314319,85.87845777,31.5,4.732528736,83,14.6,21.4,Upper-middle income,6,60.211,1987106,37.588,62.412
Brazil,BRA,2010,6.837331295,9.604052544,0.905528128,63.90000153,0.805949271,-0.057057992,0.656036079,BRA,99.35217285,17.80242308,5.038726901,91.28074342,84.72423388,46.92419815,62.93905588,103.8314319,85.87845777,3.9,4.732528736,93.46857671,7.874074074,9.485264133,Upper-middle income,40.65,73.619,195713637,15.665,84.335
Bulgaria,BGR,2010,3.912276268,9.807189941,0.84327203,65.19999695,0.544536412,-0.150703251,0.940970004,BGR,100,21.66920753,2.438990605,113.3395615,12.57796032,14.24059963,80.4212265,108.3310089,90.22619629,4.3,2,99,10.9,9.6,Upper-middle income,46.23,73.51219512,7395599,27.698,72.302
Burkina Faso,BFA,2010,4.035560608,7.415699959,0.773103535,51.20000076,0.586580753,-0.034935594,0.767335117,BFA,13.1,15.83870997,-0.764230735,47.05522156,20.78542367,81.45410156,2.79053998,78.01416779,21.90269089,13.7,4.732528736,93.46857671,7.874074074,9.485264133,Low income,2.4,57.096,15605211,75.367,24.633
Cambodia,KHM,2010,4.141072273,7.903593063,0.69716382,59,0.940131187,0.348259807,0.895714462,KHM,31.1,17.50291917,3.99623008,85.17900085,5.5,68.52230072,12.54384041,123.8349304,85.87845777,13.3,4.732528736,65,0.8,0.8,Low income,1.26,66.56,14312205,79.706,20.294
Cameroon,CMR,2010,4.554256916,8.101261139,0.758640707,49.59999847,0.792220175,-0.00447563,0.874718666,CMR,52.72730255,17.97468985,1.275380462,71.67993164,73.21579929,78.60759735,25.46240044,108.1326599,85.87845777,7.6,4.732528736,62,3.4,4.9,Lower-middle income,4.3,55.101,20341236,48.441,51.559
Canada,CAN,2010,7.650346279,10.71133614,0.953765452,70.80000305,0.933948815,0.226587087,0.412659585,CAN,100,19.3125301,1.776871541,91.28074342,61.39675684,21.87610054,62.93905588,98.64160156,102.3984833,12.7760176,0.2,99,8.8,7.2,High income,80.3,81.24634146,34004889,19.063,80.937
Central African Republic,CAF,2010,3.567892551,7.030765533,0.483333886,42.5,0.689950883,-0.032762062,0.845376968,CAF,9.8,22.29355488,1.4910237,39.22779846,84.375,86.55139923,62.93905588,87.33161163,85.87845777,29.1,4.732528736,93.46857671,7.874074074,9.485264133,Low income,2,47.312,4386765,61.096,38.904
Chad,TCD,2010,3.742871046,7.462245941,0.733713627,48.59999847,0.504612565,0.0230776,0.857664049,TCD,6.4,22.29355488,-2.077865746,30.86058044,0,81.5707016,1.690209985,81.91847992,22.58856964,36.3,4.732528736,93.46857671,7.874074074,9.485264133,Low income,1.7,50.89,11952134,78.015,21.985
Chile,CHL,2010,6.63565588,9.962940216,0.85695523,68.5,0.786367476,0.101961553,0.701824725,CHL,99.64228821,24.52747491,1.41071108,91.28074342,40.202535,27.0442009,108.156189,103.7504807,90.00818634,3.6,4.732528736,98,7.5,9.9,Upper-middle income,45,78.779,17062531,12.926,87.074
China,CHN,2010,4.652736664,9.092073441,0.767752588,66.69999695,0.804793596,-0.136181667,0.750439852,CHN,99.7,51.32671664,3.175324753,91.28074342,18.62282605,12.26130009,53.66677856,98.96421814,88.17340088,12.7760176,11.2,93.46857671,7.874074074,9.485264133,Upper-middle income,34.3,74.409,1337705000,50.774,49.226
Colombia,COL,2010,6.40811348,9.383470535,0.892992675,67.19999695,0.816121101,-0.052573938,0.814524472,COL,96.788995,18.27192761,2.271183264,116.9559937,72.12069198,29.74500084,53.91873932,120.3232117,97.54611969,13.1,7.8,95,8.6,14.2,Upper-middle income,36.5,75.424,45222699,22.036,77.964
Comoros,COM,2010,3.81219101,8.014837265,0.721342921,57,0.528675258,-0.000196382,0.741181731,COM,70.18231201,13.84310943,3.354757703,91.28074342,0,46.61800003,62.93905588,103.8314319,85.87845777,12.7760176,4.732528736,93.46857671,7.874074074,9.485264133,Low income,5.1,61.862,689696,72.027,27.973
Costa Rica,CRI,2010,7.271053791,9.721186638,0.915141284,69.19999695,0.881029606,0.04077404,0.762587249,CRI,98.995734,15.80171296,5.662757084,99.32607269,93.31107169,40.38560104,77.43859863,116.8993683,101.0797424,3.8,1.6,98,6,9.1,Upper-middle income,36.5,78.769,4577371,28.264,71.736
Croatia,HRV,2010,5.595575333,10.110116,0.796391606,67.30000305,0.564372659,-0.242169827,0.972738981,HRV,100,18.85136413,1.030555053,91.27275848,62.84130846,29.77459908,61.6531105,91.94394684,99.90100098,12.7760176,1.2,93.46857671,11,12.3,High income,56.55,76.47560976,4295427,44.845,55.155
Cyprus,CYP,2010,6.386546135,10.55595398,0.822123706,70.80000305,0.755362809,0.0680959,0.833427012,CYP,100,13.26787657,2.430040841,99.31649017,1.371664788,6.580699921,79.09063721,101.6243286,91.44080353,6.2,0,100,6.1,6.4,High income,52.99,79.43,1112617,32.449,67.551
Czechia,CZE,2010,6.249617577,10.41879749,0.934161127,67.69999695,0.77911222,-0.045746949,0.925964117,CZE,100,22.65664329,1.472727273,106.4567795,6.918135784,10.95219994,102.2865601,103.8044205,94.65641785,12.7760176,0,93.46857671,6.4,8.5,High income,68.82,77.42439024,10474410,26.745,73.255
Denmark,DNK,2010,7.770515442,10.83615208,0.974977076,69.40000153,0.943630815,0.238271326,0.174896091,DNK,100,24.62749403,2.31092437,99.11992645,31.98239926,21.18169975,99.9499588,99.58200836,119.4968491,12.7760176,0.1,100,8.6,6.8,High income,88.72,79.1,5547683,13.205,86.795
Dominican Republic,DOM,2010,4.735021114,9.447546005,0.859969318,64.40000153,0.823902845,-0.07742469,0.779742122,DOM,98.145414,18.52135403,6.329932201,92.69573975,11.8888078,17.03190041,40.53580856,110.5022202,78.15454102,12.3,2.5,93.46857671,7.874074074,9.485264133,Upper-middle income,31.4,72.046,9695117,26.247,73.753
Ecuador,ECU,2010,5.838051319,9.245304108,0.839279711,65.80000305,0.723079085,-0.066326551,0.80563885,ECU,97.462142,25.60006307,3.554377346,103.1958313,45.49182429,11.78789997,48.03712082,113.0802536,92.31842804,12.3,5.7,93.46857671,7.874074074,9.485264133,Upper-middle income,29.03,75.089,15011114,37.31,62.69
Egypt,EGY,2010,4.668916225,9.190937042,0.768675268,61.70000076,0.486279041,-0.074861176,0.826335192,EGY,99.44637299,17.95038894,11.26518827,96.02799225,10.04795771,5.329999924,28.26605988,102.2853394,68.90625,5.4,2.2,99,4.8,22.1,Lower-middle income,21.6,70.349,82761244,56.981,43.019
El Salvador,SLV,2010,6.739911079,8.910987854,0.756653905,64.40000153,0.669337869,-0.067398205,0.694180071,SLV,91.580238,13.78347776,1.179335769,99.73490143,65.04010695,32.61980057,62.39751816,114.9729919,69.14067841,10.9,5.7,90,5.4,4.2,Lower-middle income,15.9,71.21,6183877,34.548,65.452
Finland,FIN,2010,7.393264294,10.73366833,0.935481369,69.59999847,0.916009128,0.086896256,0.4125157,FIN,100,23.8843481,1.184135232,98.62905121,29.99107519,33.58800125,67.82759857,99.48232269,107.5860596,12.7760176,0,100,9.1,7.6,High income,86.89,79.87073171,5363352,16.23,83.77
France,FRA,2010,6.797901154,10.64888763,0.942954779,71.19999695,0.849702179,-0.107351415,0.622954249,FRA,100,21.08428159,1.531122704,91.28074342,13.85735931,11.99339962,105.9191666,102.7615128,106.424942,12.7760176,0.1,100,8.7,9.1,High income,77.28,81.66341463,65027505,21.631,78.369
Georgia,GEO,2010,4.101837158,9.183660507,0.540388942,63.70000076,0.557857931,-0.250554293,0.459736317,GEO,100,10.7312892,7.110178975,106.4736633,92.52271829,39.14559937,62.93905588,103.3403473,85.87845777,4.2,12,95,22.5,17.6,Lower-middle income,26.9,71.46,3786695,44.465,55.535
Germany,DEU,2010,6.724531174,10.75788689,0.939308643,70,0.842656434,0.090753429,0.688005984,DEU,100,25.77484873,1.103809161,102.0153503,16.72707367,11.60599995,62.93905588,102.9958801,103.9748383,12.7760176,0,100,7.4,6.5,High income,82,79.98780488,81776930,23.034,76.966
Ghana,GHA,2010,4.606251717,8.218624115,0.73855865,54.29999924,0.891129911,0.071971767,0.874849141,GHA,64.2,4.87094658,10.70756812,91.28074342,68.81085866,51.91059875,62.93905588,103.8314319,85.87845777,6.6,4.732528736,93.46857671,7.874074074,9.485264133,Lower-middle income,7.8,61.03,24779614,49.287,50.713
Greece,GRC,2010,5.839558601,10.42505169,0.868422449,70,0.484110981,-0.306295633,0.954113841,GRC,100,7.369167034,4.712972862,95.31909943,18.34155525,11.37450027,74.79091644,98.51425171,106.317627,12.7760176,1,100,10,16.3,High income,44.4,80.38780488,11121341,23.708,76.292
Guatemala,GTM,2010,6.289748669,8.900547028,0.859052479,60.09999847,0.695862949,0.163531289,0.794835389,GTM,84.26170349,11.64720338,3.859509098,83.62596893,63.84797031,67.1608963,69.07382202,115.4871292,52.33045959,16.5,4.732528736,90,3.3,3.8,Lower-middle income,10.5,71.481,14259687,51.597,48.403
Haiti,HTI,2010,3.76599884,7.98353529,0.554030776,28,0.372941315,0.170871615,0.848006785,HTI,37.07315063,22.8433086,4.827341901,91.28074342,30.15332198,78.99469757,62.93905588,103.8314319,85.87845777,47.5,4.732528736,93.46857671,7.874074074,9.485264133,Low income,8.37,60.511,9949318,52.491,47.509
Honduras,HND,2010,5.866131306,8.474308968,0.802938998,62.29999924,0.645528495,0.104215398,0.81994009,HND,80.984668,17.54721868,4.69889065,84.94979095,47.80876494,52.10409927,39.57738876,100.6589508,65.83473969,15.9,15.6,93.46857671,7.874074074,9.485264133,Lower-middle income,11.09,73.317,8317467,48.115,51.885
Hong Kong,HKG,2010,5.642834663,10.84661102,0.857314408,63.08116208,0.890417695,0.327606499,0.255775422,HKG,100,30.8918616,2.313705055,91.28074342,0.242269518,0.1611,62.93905588,103.8314319,88.03878021,12.7760176,4.732528736,93.46857671,7.874074074,9.485264133,High income,72,82.97804878,7024200,0,100
Hungary,HUN,2010,4.725132465,10.10551262,0.895693719,65.80000305,0.513835371,-0.148766279,0.98327601,HUN,100,20.76020479,4.855557957,97.10366058,8.081132429,13.45650005,85.1620636,100.856308,97.08148956,12.7760176,0.1,100,11.6,10.7,High income,65,74.20731707,10000023,31.089,68.911
India,IND,2010,4.989277363,8.34601593,0.604809761,57.29999924,0.783060372,0.055901546,0.862548053,IND,76.3,36.30587538,11.98938992,91.28074342,16.04374444,41.1128006,62.93905588,109.1013718,63.11619949,16,4.732528736,86,2.2,3.3,Lower-middle income,7.5,66.693,1234281163,69.07,30.93
Indonesia,IDN,2010,5.457299232,9.013428688,0.816021502,61.20000076,0.699657559,0.445356965,0.954049587,IDN,94.15,32.72742299,5.134204008,100.5890884,15.85402492,34.81129837,41.4427681,109.1503372,76.42624664,13,13.3,93.46857671,7.874074074,9.485264133,Lower-middle income,10.92,69.205,241834226,50.086,49.914
Iraq,IRQ,2010,5.065462112,9.00924015,0.854117811,60.90000153,0.419064105,-0.120080829,0.858734667,IRQ,98.25507355,35.97825386,2.877747253,91.28074342,9.746871677,1.677299976,62.93905588,103.8314319,85.87845777,31.6,4.732528736,93.46857671,7.874074074,9.485264133,Lower-middle income,2.5,68.567,29741977,30.897,69.103
Ireland,IRL,2010,7.257389545,10.88745403,0.972885907,70.09999847,0.85602957,0.342997938,0.618024111,IRL,100,16.86258857,-0.922095829,91.28074342,13.23111868,5.241000175,62.93905588,103.2354889,118.0969086,12.7760176,0.5,97,17.1,11.4,High income,69.85,80.74390244,4560155,38.458,61.542
Israel,ISR,2010,7.358916283,10.43605042,0.881829858,71.40000153,0.5614779,0.147669375,0.902182698,ISR,100,22.40780941,2.716640575,102.8270798,0.290146951,8.553700447,98.31787872,105.4466476,103.2308273,12.7760176,0.2,100,8.9,8,High income,67.5,81.60243902,7623600,8.174,91.826
